Source,Date,Mean,shifted,normalized
GCAG,1923-07,-0.282,0.3976,0.189829602
GCAG,1923-08,-0.2824,0.3972,0.189638627
GCAG,1923-09,-0.2454,0.4342,0.207303856
GCAG,1923-10,-0.1619,0.5177,0.247169982
GCAG,1923-11,0.0285,0.7081,0.338074299
GCAG,1923-12,0.0001,0.6797,0.324515042
GCAG,1924-01,-0.2536,0.426,0.203388859
GCAG,1924-02,-0.1859,0.4937,0.235711455
GCAG,1924-03,-0.113,0.5666,0.270516732
GCAG,1924-04,-0.2466,0.433,0.20673093
GCAG,1924-05,-0.1903,0.4893,0.233610725
GCAG,1924-06,-0.2259,0.4537,0.21661391
GCAG,1924-07,-0.2216,0.458,0.218666896
GCAG,1924-08,-0.2895,0.3901,0.186248812
GCAG,1924-09,-0.2836,0.396,0.1890657
GCAG,1924-10,-0.2879,0.3917,0.187012714
GCAG,1924-11,-0.2942,0.3854,0.184004851
GCAG,1924-12,-0.3912,0.2884,0.137693303
GCAG,1925-01,-0.3246,0.355,0.169490716
GCAG,1925-02,-0.2783,0.4013,0.191596125
GCAG,1925-03,-0.1692,0.5104,0.24368468
GCAG,1925-04,-0.1633,0.5163,0.246501568
GCAG,1925-05,-0.2233,0.4563,0.21785525
GCAG,1925-06,-0.2291,0.4505,0.215086106
GCAG,1925-07,-0.2093,0.4703,0.224539391
GCAG,1925-08,-0.1374,0.5422,0.258867229
GCAG,1925-09,-0.104,0.5756,0.27481368
GCAG,1925-10,-0.1326,0.547,0.261158935
GCAG,1925-11,0.0584,0.738,0.352349714
GCAG,1925-12,0.1358,0.8154,0.389303465
GCAG,1926-01,0.166,0.8456,0.403722112
GCAG,1926-02,0.0811,0.7607,0.363187571
GCAG,1926-03,0.0756,0.7552,0.360561659
GCAG,1926-04,-0.1389,0.5407,0.258151071
GCAG,1926-05,-0.1345,0.5451,0.260251801
GCAG,1926-06,-0.1224,0.5572,0.266028809
GCAG,1926-07,-0.1582,0.5214,0.248936505
GCAG,1926-08,-0.0882,0.5914,0.28235721
GCAG,1926-09,-0.1031,0.5765,0.275243374
GCAG,1926-10,-0.084,0.5956,0.284362452
GCAG,1926-11,-0.0784,0.6012,0.287036109
GCAG,1926-12,-0.2158,0.4638,0.22143604
GCAG,1927-01,-0.1723,0.5073,0.242204621
GCAG,1927-02,-0.1917,0.4879,0.232942311
GCAG,1927-03,-0.2563,0.4233,0.202099775
GCAG,1927-04,-0.2207,0.4589,0.219096591
GCAG,1927-05,-0.2286,0.451,0.215324825
GCAG,1927-06,-0.2014,0.4782,0.228311156
GCAG,1927-07,-0.1035,0.5761,0.275052399
GCAG,1927-08,-0.1145,0.5651,0.269800574
GCAG,1927-09,-0.0275,0.6521,0.311337735
GCAG,1927-10,0.014,0.6936,0.331151439
GCAG,1927-11,-0.0397,0.6399,0.305512984
GCAG,1927-12,-0.3132,0.3664,0.174933517
GCAG,1928-01,-0.08,0.5996,0.286272207
GCAG,1928-02,-0.145,0.5346,0.255238695
GCAG,1928-03,-0.263,0.4166,0.198900936
GCAG,1928-04,-0.2444,0.4352,0.207781295
GCAG,1928-05,-0.1866,0.493,0.235377248
GCAG,1928-06,-0.2777,0.4019,0.191882588
GCAG,1928-07,-0.1773,0.5023,0.239817427
GCAG,1928-08,-0.1997,0.4799,0.229122802
GCAG,1928-09,-0.1904,0.4892,0.233562981
GCAG,1928-10,-0.1256,0.554,0.264501005
GCAG,1928-11,-0.0679,0.6117,0.292049214
GCAG,1928-12,-0.1713,0.5083,0.242682059
GCAG,1929-01,-0.484,0.1956,0.093386997
GCAG,1929-02,-0.5495,0.1301,0.062114767
GCAG,1929-03,-0.2654,0.4142,0.197755084
GCAG,1929-04,-0.2976,0.382,0.182381559
GCAG,1929-05,-0.2886,0.391,0.186678507
GCAG,1929-06,-0.2746,0.405,0.193362648
GCAG,1929-07,-0.2735,0.4061,0.193887831
GCAG,1929-08,-0.2078,0.4718,0.225255549
GCAG,1929-09,-0.2089,0.4707,0.224730367
GCAG,1929-10,-0.1185,0.5611,0.267890819
GCAG,1929-11,-0.0971,0.5825,0.278108006
GCAG,1929-12,-0.5167,0.1629,0.077774754
GCAG,1930-01,-0.3206,0.359,0.171400471
GCAG,1930-02,-0.2,0.4796,0.22897957
GCAG,1930-03,-0.0549,0.6247,0.298255917
GCAG,1930-04,-0.195,0.4846,0.231366764
GCAG,1930-05,-0.1976,0.482,0.230125423
GCAG,1930-06,-0.1135,0.5661,0.270278013
GCAG,1930-07,-0.0692,0.6104,0.291428544
GCAG,1930-08,-0.09,0.5896,0.28149782
GCAG,1930-09,-0.1043,0.5753,0.274670448
GCAG,1930-10,-0.0011,0.6785,0.323942115
GCAG,1930-11,0.1368,0.8164,0.389780903
GCAG,1930-12,0.0064,0.686,0.327522905
GCAG,1931-01,-0.047,0.6326,0.302027682
GCAG,1931-02,-0.2225,0.4571,0.218237201
GCAG,1931-03,-0.0061,0.6735,0.321554922
GCAG,1931-04,-0.1625,0.5171,0.246883519
GCAG,1931-05,-0.1499,0.5297,0.252899246
GCAG,1931-06,-0.0185,0.6611,0.315634683
GCAG,1931-07,-0.0155,0.6641,0.317066999
GCAG,1931-08,0.0047,0.6843,0.326711259
GCAG,1931-09,0.0035,0.6831,0.326138333
GCAG,1931-10,0.0092,0.6888,0.328859733
GCAG,1931-11,-0.1139,0.5657,0.270087037
GCAG,1931-12,-0.1052,0.5744,0.274240753
GCAG,1932-01,0.1547,0.8343,0.398327055
GCAG,1932-02,-0.1794,0.5002,0.238814806
GCAG,1932-03,-0.1799,0.4997,0.238576087
GCAG,1932-04,-0.0324,0.6472,0.308998286
GCAG,1932-05,-0.1674,0.5122,0.24454407
GCAG,1932-06,-0.1578,0.5218,0.249127481
GCAG,1932-07,-0.1208,0.5588,0.26679271
GCAG,1932-08,-0.1757,0.5039,0.240581329
GCAG,1932-09,-0.0695,0.6101,0.291285313
GCAG,1932-10,-0.0926,0.587,0.28025648
GCAG,1932-11,-0.1945,0.4851,0.231605483
GCAG,1932-12,-0.1861,0.4935,0.235615967
GCAG,1933-01,-0.3073,0.3723,0.177750405
GCAG,1933-02,-0.3167,0.3629,0.173262481
GCAG,1933-03,-0.2476,0.432,0.206253491
GCAG,1933-04,-0.2044,0.4752,0.22687884
GCAG,1933-05,-0.2091,0.4705,0.224634879
GCAG,1933-06,-0.2007,0.4789,0.228645363
GCAG,1933-07,-0.181,0.4986,0.238050905
GCAG,1933-08,-0.1889,0.4907,0.234279139
GCAG,1933-09,-0.2214,0.4582,0.218762384
GCAG,1933-10,-0.1879,0.4917,0.234756578
GCAG,1933-11,-0.2548,0.4248,0.202815933
GCAG,1933-12,-0.4069,0.2727,0.130197516
GCAG,1934-01,-0.3102,0.3694,0.176365833
GCAG,1934-02,-0.0231,0.6565,0.313438465
GCAG,1934-03,-0.2574,0.4222,0.201574593
GCAG,1934-04,-0.2318,0.4478,0.213797022
GCAG,1934-05,-0.0444,0.6352,0.303269022
GCAG,1934-06,-0.0025,0.6771,0.323273701
GCAG,1934-07,-0.0894,0.5902,0.281784284
GCAG,1934-08,-0.0548,0.6248,0.298303661
GCAG,1934-09,-0.1226,0.557,0.265933321
GCAG,1934-10,-0.0693,0.6103,0.2913808
GCAG,1934-11,0.0128,0.6924,0.330578512
GCAG,1934-12,-0.0256,0.654,0.312244869
GCAG,1935-01,-0.2894,0.3902,0.186296556
GCAG,1935-02,0.1659,0.8455,0.403674368
GCAG,1935-03,-0.1475,0.5321,0.254045099
GCAG,1935-04,-0.2567,0.4229,0.2019088
GCAG,1935-05,-0.2038,0.4758,0.227165304
GCAG,1935-06,-0.1706,0.509,0.243016266
GCAG,1935-07,-0.1155,0.5641,0.269323135
GCAG,1935-08,-0.1003,0.5793,0.276580203
GCAG,1935-09,-0.0916,0.588,0.280733919
GCAG,1935-10,-0.013,0.6666,0.318260596
GCAG,1935-11,-0.2707,0.4089,0.195224659
GCAG,1935-12,-0.1769,0.5027,0.240008403
GCAG,1936-01,-0.2547,0.4249,0.202863677
GCAG,1936-02,-0.3137,0.3659,0.174694797
GCAG,1936-03,-0.2107,0.4689,0.223870977
GCAG,1936-04,-0.1789,0.5007,0.239053526
GCAG,1936-05,-0.1178,0.5618,0.268225026
GCAG,1936-06,-0.1075,0.5721,0.273142644
GCAG,1936-07,-0.0139,0.6657,0.317830901
GCAG,1936-08,-0.0557,0.6239,0.297873966
GCAG,1936-09,-0.0389,0.6407,0.305894935
GCAG,1936-10,-0.0224,0.6572,0.313772672
GCAG,1936-11,-0.0275,0.6521,0.311337735
GCAG,1936-12,-0.0193,0.6603,0.315252732
GCAG,1937-01,-0.1684,0.5112,0.244066631
GCAG,1937-02,0.0385,0.7181,0.342848685
GCAG,1937-03,-0.1823,0.4973,0.237430234
GCAG,1937-04,-0.1262,0.5534,0.264214542
GCAG,1937-05,-0.0187,0.6609,0.315539195
GCAG,1937-06,0.0126,0.6922,0.330483025
GCAG,1937-07,-0.0004,0.6792,0.324276322
GCAG,1937-08,0.093,0.7726,0.368869091
GCAG,1937-09,0.1316,0.8112,0.387298222
GCAG,1937-10,0.1137,0.7933,0.378752071
GCAG,1937-11,0.0099,0.6895,0.32919394
GCAG,1937-12,-0.0919,0.5877,0.280590687
GCAG,1938-01,-0.0378,0.6418,0.306420117
GCAG,1938-02,-0.054,0.6256,0.298685611
GCAG,1938-03,0.0308,0.7104,0.339172408
GCAG,1938-04,0.0428,0.7224,0.344901672
GCAG,1938-05,-0.019,0.6606,0.315395964
GCAG,1938-06,-0.0939,0.5857,0.27963581
GCAG,1938-07,-0.0505,0.6291,0.300356647
GCAG,1938-08,-0.0149,0.6647,0.317353462
GCAG,1938-09,0.0293,0.7089,0.33845625
GCAG,1938-10,0.0724,0.752,0.359033855
GCAG,1938-11,0.0039,0.6835,0.326329309
GCAG,1938-12,-0.2541,0.4255,0.20315014
GCAG,1939-01,-0.1665,0.5131,0.244973765
GCAG,1939-02,-0.1137,0.5659,0.270182525
GCAG,1939-03,-0.1897,0.4899,0.233897188
GCAG,1939-04,-0.1319,0.5477,0.261493142
GCAG,1939-05,-0.0366,0.643,0.306993044
GCAG,1939-06,-0.0077,0.6719,0.32079102
GCAG,1939-07,0.0061,0.6857,0.327379674
GCAG,1939-08,0.0555,0.7351,0.350965142
GCAG,1939-09,0.0111,0.6907,0.329766867
GCAG,1939-10,-0.0427,0.6369,0.304080668
GCAG,1939-11,0.044,0.7236,0.345474598
GCAG,1939-12,0.4057,1.0853,0.518164153
GCAG,1940-01,-0.1226,0.557,0.265933321
GCAG,1940-02,0.0514,0.731,0.349007644
GCAG,1940-03,0.0671,0.7467,0.35650343
GCAG,1940-04,0.1286,0.8082,0.385865907
GCAG,1940-05,0.0556,0.7352,0.351012886
GCAG,1940-06,0.1039,0.7835,0.374073172
GCAG,1940-07,0.1459,0.8255,0.394125595
GCAG,1940-08,0.0902,0.7698,0.367532263
GCAG,1940-09,0.1483,0.8279,0.395271448
GCAG,1940-10,0.0993,0.7789,0.371876955
GCAG,1940-11,0.1004,0.78,0.372402137
GCAG,1940-12,0.2683,0.9479,0.452564084
GCAG,1941-01,0.1802,0.8598,0.41050174
GCAG,1941-02,0.227,0.9066,0.432845868
GCAG,1941-03,0.1023,0.7819,0.37330927
GCAG,1941-04,0.2229,0.9025,0.43088837
GCAG,1941-05,0.2446,0.9242,0.441248788
GCAG,1941-06,0.1614,0.841,0.401525894
GCAG,1941-07,0.2069,0.8865,0.423249352
GCAG,1941-08,0.1736,0.8532,0.407350645
GCAG,1941-09,0.0881,0.7677,0.366529642
GCAG,1941-10,0.313,0.9926,0.473905591
GCAG,1941-11,0.2212,0.9008,0.430076724
GCAG,1941-12,0.2108,0.8904,0.425111363
GCAG,1942-01,0.2983,0.9779,0.466887243
GCAG,1942-02,0.0971,0.7767,0.37082659
GCAG,1942-03,0.1771,0.8567,0.40902168
GCAG,1942-04,0.19,0.8696,0.415180639
GCAG,1942-05,0.1665,0.8461,0.403960831
GCAG,1942-06,0.2098,0.8894,0.424633924
GCAG,1942-07,0.0768,0.7564,0.361134585
GCAG,1942-08,0.044,0.7236,0.345474598
GCAG,1942-09,0.1179,0.7975,0.380757313
GCAG,1942-10,0.1495,0.8291,0.395844374
GCAG,1942-11,0.167,0.8466,0.40419955
GCAG,1942-12,0.1515,0.8311,0.396799251
GCAG,1943-01,-0.0241,0.6555,0.312961027
GCAG,1943-02,0.1683,0.8479,0.40482022
GCAG,1943-03,0.0762,0.7558,0.360848122
GCAG,1943-04,0.1726,0.8522,0.406873207
GCAG,1943-05,0.1326,0.8122,0.387775661
GCAG,1943-06,0.0245,0.7041,0.336164544
GCAG,1943-07,0.183,0.8626,0.411838568
GCAG,1943-08,0.0992,0.7788,0.371829211
GCAG,1943-09,0.1425,0.8221,0.392502304
GCAG,1943-10,0.3095,0.9891,0.472234556
GCAG,1943-11,0.2459,0.9255,0.441869459
GCAG,1943-12,0.3539,1.0335,0.493432832
GCAG,1944-01,0.4241,1.1037,0.526949024
GCAG,1944-02,0.3032,0.9828,0.469226693
GCAG,1944-03,0.3676,1.0472,0.499973741
GCAG,1944-04,0.2718,0.9514,0.454235119
GCAG,1944-05,0.2618,0.9414,0.449460733
GCAG,1944-06,0.3348,1.0144,0.484313754
GCAG,1944-07,0.3145,0.9941,0.474621749
GCAG,1944-08,0.2804,0.96,0.458341092
GCAG,1944-09,0.3855,1.0651,0.508519892
GCAG,1944-10,0.323,1.0026,0.478679978
GCAG,1944-11,0.1518,0.8314,0.396942483
GCAG,1944-12,0.0951,0.7747,0.369871712
GCAG,1945-01,0.1535,0.8331,0.397754129
GCAG,1945-02,0.0149,0.6945,0.331581134
GCAG,1945-03,0.1072,0.7868,0.37564872
GCAG,1945-04,0.2764,0.956,0.456431337
GCAG,1945-05,0.1761,0.8557,0.408544242
GCAG,1945-06,0.1413,0.8209,0.391929377
GCAG,1945-07,0.1652,0.8448,0.403340161
GCAG,1945-08,0.3546,1.0342,0.493767039
GCAG,1945-09,0.2578,0.9374,0.447550979
GCAG,1945-10,0.2569,0.9365,0.447121284
GCAG,1945-11,0.1955,0.8751,0.417806551
GCAG,1945-12,-0.0475,0.6321,0.301788963
GCAG,1946-01,0.2209,0.9005,0.429933493
GCAG,1946-02,0.0888,0.7684,0.366863849
GCAG,1946-03,0.0005,0.6801,0.324706017
GCAG,1946-04,0.1768,0.8564,0.408878449
GCAG,1946-05,-0.0298,0.6498,0.310239626
GCAG,1946-06,-0.1016,0.578,0.275959532
GCAG,1946-07,-0.0367,0.6429,0.3069453
GCAG,1946-08,-0.0697,0.6099,0.291189825
GCAG,1946-09,-0.0164,0.6632,0.316637304
GCAG,1946-10,-0.0057,0.6739,0.321745898
GCAG,1946-11,-0.0119,0.6677,0.318785778
GCAG,1946-12,-0.2636,0.416,0.198614473
GCAG,1947-01,-0.1816,0.498,0.237764441
GCAG,1947-02,-0.0774,0.6022,0.287513547
GCAG,1947-03,-0.0079,0.6717,0.320695533
GCAG,1947-04,0.0143,0.6939,0.33129467
GCAG,1947-05,-0.019,0.6606,0.315395964
GCAG,1947-06,0.0208,0.7004,0.334398021
GCAG,1947-07,-0.0138,0.6658,0.317878645
GCAG,1947-08,-0.0623,0.6173,0.294722871
GCAG,1947-09,-0.1306,0.549,0.262113812
GCAG,1947-10,0.0549,0.7345,0.350678679
GCAG,1947-11,-0.0238,0.6558,0.313104258
GCAG,1947-12,-0.1463,0.5333,0.254618025
GCAG,1948-01,0.0535,0.7331,0.350010265
GCAG,1948-02,-0.0906,0.589,0.281211357
GCAG,1948-03,-0.1841,0.4955,0.236570845
GCAG,1948-04,-0.0646,0.615,0.293624762
GCAG,1948-05,0.1427,0.8223,0.392597791
GCAG,1948-06,-0.015,0.6646,0.317305718
GCAG,1948-07,-0.0622,0.6174,0.294770615
GCAG,1948-08,-0.0282,0.6514,0.311003528
GCAG,1948-09,-0.1032,0.5764,0.27519563
GCAG,1948-10,-0.065,0.6146,0.293433786
GCAG,1948-11,-0.056,0.6236,0.297730734
GCAG,1948-12,-0.1121,0.5675,0.270946427
GCAG,1949-01,0.1209,0.8005,0.382189629
GCAG,1949-02,-0.1476,0.532,0.253997355
GCAG,1949-03,-0.0732,0.6064,0.28951879
GCAG,1949-04,0.0076,0.6872,0.328095831
GCAG,1949-05,-0.0063,0.6733,0.321459434
GCAG,1949-06,-0.1486,0.531,0.253519916
GCAG,1949-07,-0.077,0.6026,0.287704523
GCAG,1949-08,-0.0217,0.6579,0.314106879
GCAG,1949-09,-0.0701,0.6095,0.290998849
GCAG,1949-10,-0.0297,0.6499,0.31028737
GCAG,1949-11,-0.0534,0.6262,0.298972075
GCAG,1949-12,-0.1821,0.4975,0.237525722
GCAG,1950-01,-0.2777,0.4019,0.191882588
GCAG,1950-02,-0.2389,0.4407,0.210407207
GCAG,1950-03,-0.0868,0.5928,0.283025624
GCAG,1950-04,-0.1706,0.509,0.243016266
GCAG,1950-05,-0.0536,0.626,0.298876587
GCAG,1950-06,-0.0559,0.6237,0.297778478
GCAG,1950-07,-0.1053,0.5743,0.274193009
GCAG,1950-08,-0.1382,0.5414,0.258485278
GCAG,1950-09,-0.1049,0.5747,0.274383985
GCAG,1950-10,-0.1661,0.5135,0.24516474
GCAG,1950-11,-0.3605,0.3191,0.152350669
GCAG,1950-12,-0.181,0.4986,0.238050905
GCAG,1951-01,-0.2903,0.3893,0.185866861
GCAG,1951-02,-0.4101,0.2695,0.128669713
GCAG,1951-03,-0.1689,0.5107,0.243827912
GCAG,1951-04,-0.0877,0.5919,0.282595929
GCAG,1951-05,0.0569,0.7365,0.351633556
GCAG,1951-06,0.0381,0.7177,0.34265771
GCAG,1951-07,0.1101,0.7897,0.377033292
GCAG,1951-08,0.113,0.7926,0.378417864
GCAG,1951-09,0.1322,0.8118,0.387584686
GCAG,1951-10,0.1081,0.7877,0.376078415
GCAG,1951-11,0.026,0.7056,0.336880702
GCAG,1951-12,0.2148,0.8944,0.427021117
GCAG,1952-01,0.152,0.8316,0.397037971
GCAG,1952-02,0.0921,0.7717,0.368439396
GCAG,1952-03,-0.048,0.6316,0.301550243
GCAG,1952-04,0.0666,0.7462,0.356264711
GCAG,1952-05,0.034,0.7136,0.340700212
GCAG,1952-06,0.0396,0.7192,0.343373868
GCAG,1952-07,0.0735,0.7531,0.359559038
GCAG,1952-08,0.0647,0.7443,0.355357578
GCAG,1952-09,0.0653,0.7449,0.355644041
GCAG,1952-10,-0.0366,0.643,0.306993044
GCAG,1952-11,-0.1975,0.4821,0.230173167
GCAG,1952-12,-0.008,0.6716,0.320647789
GCAG,1953-01,0.1037,0.7833,0.373977685
GCAG,1953-02,0.1534,0.833,0.397706385
GCAG,1953-03,0.1539,0.8335,0.397945104
GCAG,1953-04,0.1873,0.8669,0.413891555
GCAG,1953-05,0.144,0.8236,0.393218462
GCAG,1953-06,0.124,0.8036,0.383669689
GCAG,1953-07,0.0662,0.7458,0.356073736
GCAG,1953-08,0.0812,0.7608,0.363235315
GCAG,1953-09,0.0632,0.7428,0.35464142
GCAG,1953-10,0.0723,0.7519,0.358986111
GCAG,1953-11,-0.0621,0.6175,0.294818358
GCAG,1953-12,0.0555,0.7351,0.350965142
GCAG,1954-01,-0.2352,0.4444,0.21217373
GCAG,1954-02,-0.0865,0.5931,0.283168856
GCAG,1954-03,-0.091,0.5886,0.281020382
GCAG,1954-04,-0.1766,0.503,0.240151635
GCAG,1954-05,-0.202,0.4776,0.228024693
GCAG,1954-06,-0.1161,0.5635,0.269036672
GCAG,1954-07,-0.1229,0.5567,0.265790089
GCAG,1954-08,-0.0913,0.5883,0.28087715
GCAG,1954-09,-0.0595,0.6201,0.296059699
GCAG,1954-10,-0.0694,0.6102,0.291333056
GCAG,1954-11,0.039,0.7186,0.343087405
GCAG,1954-12,-0.1859,0.4937,0.235711455
GCAG,1955-01,0.0879,0.7675,0.366434154
GCAG,1955-02,-0.1303,0.5493,0.262257043
GCAG,1955-03,-0.3091,0.3705,0.176891015
GCAG,1955-04,-0.2383,0.4413,0.210693671
GCAG,1955-05,-0.1274,0.5522,0.263641615
GCAG,1955-06,-0.0695,0.6101,0.291285313
GCAG,1955-07,-0.0881,0.5915,0.282404954
GCAG,1955-08,-0.0262,0.6534,0.311958406
GCAG,1955-09,-0.0923,0.5873,0.280399712
GCAG,1955-10,-0.1232,0.5564,0.265646858
GCAG,1955-11,-0.2373,0.4423,0.211171109
GCAG,1955-12,-0.2706,0.409,0.195272403
GCAG,1956-01,-0.1773,0.5023,0.239817427
GCAG,1956-02,-0.2732,0.4064,0.194031062
GCAG,1956-03,-0.2003,0.4793,0.228836339
GCAG,1956-04,-0.2846,0.395,0.188588262
GCAG,1956-05,-0.2275,0.4521,0.215850008
GCAG,1956-06,-0.1437,0.5359,0.255859366
GCAG,1956-07,-0.1346,0.545,0.260204057
GCAG,1956-08,-0.1866,0.493,0.235377248
GCAG,1956-09,-0.252,0.4276,0.204152761
GCAG,1956-10,-0.1989,0.4807,0.229504753
GCAG,1956-11,-0.1564,0.5232,0.249795895
GCAG,1956-12,-0.153,0.5266,0.251419186
GCAG,1957-01,-0.1178,0.5618,0.268225026
GCAG,1957-02,-0.1118,0.5678,0.271089658
GCAG,1957-03,-0.068,0.6116,0.292001471
GCAG,1957-04,-0.0193,0.6603,0.315252732
GCAG,1957-05,0.1092,0.7888,0.376603597
GCAG,1957-06,0.1577,0.8373,0.399759371
GCAG,1957-07,0.0596,0.7392,0.352922641
GCAG,1957-08,0.1302,0.8098,0.386629808
GCAG,1957-09,0.0748,0.7544,0.360179708
GCAG,1957-10,0.0143,0.6939,0.33129467
GCAG,1957-11,0.1282,0.8078,0.385674931
GCAG,1957-12,0.229,0.9086,0.433800746
GCAG,1958-01,0.2964,0.976,0.46598011
GCAG,1958-02,0.2103,0.8899,0.424872643
GCAG,1958-03,0.1181,0.7977,0.380852801
GCAG,1958-04,0.114,0.7936,0.378895302
GCAG,1958-05,0.1007,0.7803,0.372545369
GCAG,1958-06,0.0624,0.742,0.354259469
GCAG,1958-07,0.0649,0.7445,0.355453065
GCAG,1958-08,0.0528,0.7324,0.349676058
GCAG,1958-09,0.0186,0.6982,0.333347656
GCAG,1958-10,0.0405,0.7201,0.343803563
GCAG,1958-11,0.0896,0.7692,0.3672458
GCAG,1958-12,0.1452,0.8248,0.393791388
GCAG,1959-01,0.125,0.8046,0.384147127
GCAG,1959-02,0.0682,0.7478,0.357028613
GCAG,1959-03,0.2041,0.8837,0.421912524
GCAG,1959-04,0.118,0.7976,0.380805057
GCAG,1959-05,0.0263,0.7059,0.337023934
GCAG,1959-06,0.0849,0.7645,0.365001838
GCAG,1959-07,0.0671,0.7467,0.35650343
GCAG,1959-08,0.0516,0.7312,0.349103132
GCAG,1959-09,0.097,0.7766,0.370778846
GCAG,1959-10,-0.0137,0.6659,0.317926389
GCAG,1959-11,-0.079,0.6006,0.286749646
GCAG,1959-12,-0.0343,0.6453,0.308091153
GCAG,1960-01,0.0032,0.6828,0.325995101
GCAG,1960-02,0.1858,0.8654,0.413175397
GCAG,1960-03,-0.2041,0.4755,0.227022072
GCAG,1960-04,-0.0954,0.5842,0.278919652
GCAG,1960-05,-0.0841,0.5955,0.284314708
GCAG,1960-06,0.0772,0.7568,0.361325561
GCAG,1960-07,0.0339,0.7135,0.340652468
GCAG,1960-08,0.0461,0.7257,0.346477219
GCAG,1960-09,0.0638,0.7434,0.354927883
GCAG,1960-10,0.039,0.7186,0.343087405
GCAG,1960-11,-0.0484,0.6312,0.301359268
GCAG,1960-12,0.2278,0.9074,0.433227819
GCAG,1961-01,0.1188,0.7984,0.381187008
GCAG,1961-02,0.1768,0.8564,0.408878449
GCAG,1961-03,0.1646,0.8442,0.403053698
GCAG,1961-04,0.1335,0.8131,0.388205356
GCAG,1961-05,0.1614,0.841,0.401525894
GCAG,1961-06,0.1479,0.8275,0.395080472
GCAG,1961-07,0.035,0.7146,0.34117765
GCAG,1961-08,0.032,0.7116,0.339745334
GCAG,1961-09,-0.0041,0.6755,0.322509799
GCAG,1961-10,-0.035,0.6446,0.307756946
GCAG,1961-11,0.016,0.6956,0.332106316
GCAG,1961-12,-0.0171,0.6625,0.316303097
GCAG,1962-01,0.1345,0.8141,0.388682795
GCAG,1962-02,0.1698,0.8494,0.405536378
GCAG,1962-03,0.1197,0.7993,0.381616703
GCAG,1962-04,0.0763,0.7559,0.360895866
GCAG,1962-05,0.0589,0.7385,0.352588434
GCAG,1962-06,0.0574,0.737,0.351872276
GCAG,1962-07,0.0905,0.7701,0.367675495
GCAG,1962-08,0.0552,0.7348,0.350821911
GCAG,1962-09,0.0606,0.7402,0.353400079
GCAG,1962-10,0.0796,0.7592,0.362471413
GCAG,1962-11,0.0745,0.7541,0.360036476
GCAG,1962-12,0.0881,0.7677,0.366529642
GCAG,1963-01,0.0376,0.7172,0.342418991
GCAG,1963-02,0.2566,0.9362,0.446978052
GCAG,1963-03,-0.0216,0.658,0.314154623
GCAG,1963-04,-0.0041,0.6755,0.322509799
GCAG,1963-05,0.013,0.6926,0.330674
GCAG,1963-06,0.0499,0.7295,0.348291486
GCAG,1963-07,0.1382,0.8178,0.390449318
GCAG,1963-08,0.1579,0.8375,0.399854859
GCAG,1963-09,0.1629,0.8425,0.402242052
GCAG,1963-10,0.2148,0.8944,0.427021117
GCAG,1963-11,0.1947,0.8743,0.417424601
GCAG,1963-12,0.0812,0.7608,0.363235315
GCAG,1964-01,0.0488,0.7284,0.347766303
GCAG,1964-02,-0.1048,0.5748,0.274431729
GCAG,1964-03,-0.1421,0.5375,0.256623267
GCAG,1964-04,-0.1847,0.4949,0.236284382
GCAG,1964-05,-0.098,0.5816,0.277678311
GCAG,1964-06,-0.0931,0.5865,0.280017761
GCAG,1964-07,-0.1111,0.5685,0.271423865
GCAG,1964-08,-0.1669,0.5127,0.244782789
GCAG,1964-09,-0.2093,0.4703,0.224539391
GCAG,1964-10,-0.2665,0.4131,0.197229901
GCAG,1964-11,-0.2017,0.4779,0.228167925
GCAG,1964-12,-0.2651,0.4145,0.197898315
GCAG,1965-01,-0.0699,0.6097,0.291094337
GCAG,1965-02,-0.1966,0.483,0.230602862
GCAG,1965-03,-0.1005,0.5791,0.276484715
GCAG,1965-04,-0.1875,0.4921,0.234947553
GCAG,1965-05,-0.0787,0.6009,0.286892877
GCAG,1965-06,-0.0434,0.6362,0.303746461
GCAG,1965-07,-0.0841,0.5955,0.284314708
GCAG,1965-08,-0.0464,0.6332,0.302314145
GCAG,1965-09,-0.0503,0.6293,0.300452134
GCAG,1965-10,0.0238,0.7034,0.335830337
GCAG,1965-11,-0.09,0.5896,0.28149782
